Check NPs,Check V,raw_order,condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Word8,Target,Continuation,Target.Freq,Target.Prob,Nresponses,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
-,-,315,1,short.high,4,2,79,short,high,g,85,a,The stage manager,concealed,which,dancer,the,pervert,,had,groped,during the show.,2,0.0625,32,accosted,accosted,assaulted,assaulted,been watching a little too closely,come to see,flashed,flashed,followed,followed ,grabbed,groped,gropped,harassed,harrassed,hassled,molested,molested,molested,molested,molested,oogled,photographed,seen naked,stalked,touched,touched,touched,touched,touched,touched,tried to grab 
-,-,316,2,short.low,4,1,79,short,low,b,85,b,The stage manager,concealed,which,pervert,the,dancer,,had,groped,during the show.,2,0.066666667,30,a fight with,agrued with backstage,assaulted,beaten,been groped by,been stalked by,exposed,fraternized with,gone out with,groped,groped,grouped,hated,hated,identified,kicked,kissed,pepper-sprayed,reported,seduced,seen,sexual relations with,slapped,slapped,slapped,slapped,stalked,sued,touched,turned on,0,0
-,-,313,3,long.high,4,4,79,long,high,g,85,a,The stage manager,concealed,which,dancer,the,pervert,with the ponytail,had,groped,during the show.,3,0.096774194,31,abused,accosted,assaulted,assaulted,attacked,checked out,fondled,fondled,groped,groped,groped,harassed,made uncomfortable,molested,molested,molested,molested,molested,ogled,photographed,photographed,stalked,touched,touched,touched,touched himself to,touched inappropriately,viewed,watched,watched,watched,#REF!
-,-,314,4,long.low,4,3,79,long,low,b,85,b,The stage manager,concealed,which,pervert,the,dancer,with the ponytail,had,groped,during the show.,0,0,31,accosted,aroused,been checked out by,been groped by,been harassed by,been ogled by,been touched by,complained about,done,harrased,identified,identified,ignored,kissed,molested,problems with,raped,reported,reported,run from,seen,seen,sex with,slapped,slapped,slept with,slept with,slept with,talked,talked to ,tempted,#REF!
-,-,319,1,short.high,5,4,80,short,high,g,85,b,The stage manager,concealed,which,pervert,the,dancer,,had,slapped,with her hand.,4,0.133333333,30,a fight with,agrued with backstage,assaulted,beaten,been groped by,been stalked by,exposed,fraternized with,gone out with,groped,groped,grouped,hated,hated,identified,kicked,kissed,pepper-sprayed,reported,seduced,seen,sexual relations with,slapped,slapped,slapped,slapped,stalked,sued,touched,turned on,0,0
-,-,320,2,short.low,5,3,80,short,low,b,85,a,The stage manager,concealed,which,dancer,the,pervert,,had,slapped,with her hand.,0,0,32,accosted,accosted,assaulted,assaulted,been watching a little too closely,come to see,flashed,flashed,followed,followed ,grabbed,groped,gropped,harassed,harrassed,hassled,molested,molested,molested,molested,molested,oogled,photographed,seen naked,stalked,touched,touched,touched,touched,touched,touched,tried to grab 
-,-,317,3,long.high,5,2,80,long,high,g,85,b,The stage manager,concealed,which,pervert,the,dancer,with the ponytail,had,slapped,with her hand.,2,0.064516129,31,accosted,aroused,been checked out by,been groped by,been harassed by,been ogled by,been touched by,complained about,done,harrased,identified,identified,ignored,kissed,molested,problems with,raped,reported,reported,run from,seen,seen,sex with,slapped,slapped,slept with,slept with,slept with,talked,talked to ,tempted,#REF!
-,-,318,4,long.low,5,1,80,long,low,b,85,a,The stage manager,concealed,which,dancer,the,pervert,with the ponytail,had,slapped,with her hand.,0,0,31,abused,accosted,assaulted,assaulted,attacked,checked out,fondled,fondled,groped,groped,groped,harassed,made uncomfortable,molested,molested,molested,molested,molested,ogled,photographed,photographed,stalked,touched,touched,touched,touched himself to,touched inappropriately,viewed,watched,watched,watched,#REF!
-,-,323,1,short.high,1,1,81,short,high,g,87,a,The testifier,identified,which,junkie,the,officer,,had,arrested,during the bust.,14,0.451612903,31,apprehended,approached,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested ,assaulted,booked,booked,collared,helped out,pointed at,punched,seen,seen,seen steal the jewelry,shot,shot,stolen,tazed in the alley way,0
-,-,324,2,short.low,1,2,81,short,low,b,87,b,The testifier,identified,which,officer,the,junkie,,had,arrested,during the bust.,0,0,30,assaulted,assaulted,assaulted,assaulted,assaulted,assaulted,assaulted,attacked,attacked,attacked,attacked,attacked,attacked,befriended,bribed,hit,hit,informed,killed,punched,pushed,run from,run from,run from,seen,shot,shot,stabbed,struck,tried to buy drugs from,0,0
-,-,321,3,long.high,1,3,81,long,high,g,87,a,The testifier,identified,which,junkie,the,officer,with dark hair,had,arrested,during the bust.,23,0.741935484,31,apprehended,apprehended,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,beaten,dealt with,shot,shot,tasered,tweaked,#REF!
-,-,322,4,long.low,1,4,81,long,low,b,87,b,The testifier,identified,which,officer,the,junkie,with dark hair,had,arrested,during the bust.,1,0.032258065,31,apologized to,arrested,attacked,attacked,attacked,attacked,attacked,attacked,been arrested by,been arrested by,been arrested by,been arrested by,been caught by,bribed,encountered,fought with,hit,resisted,seen,seen,shot,shot,shot,slapped,stabbed,stabbed,stabbed,stabbed,stabbed,tried to sell drugs to ,worked with undercover,#REF!
-,-,327,1,short.high,2,3,82,short,high,g,87,b,The testifier,identified,which,officer,the,junkie,,had,attacked,during the arrest.,6,0.2,30,assaulted,assaulted,assaulted,assaulted,assaulted,assaulted,assaulted,attacked,attacked,attacked,attacked,attacked,attacked,befriended,bribed,hit,hit,informed,killed,punched,pushed,run from,run from,run from,seen,shot,shot,stabbed,struck,tried to buy drugs from,0,0
-,-,328,2,short.low,2,4,82,short,low,b,87,a,The testifier,identified,which,junkie,the,officer,,had,attacked,during the arrest.,0,0,31,apprehended,approached,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested ,assaulted,booked,booked,collared,helped out,pointed at,punched,seen,seen,seen steal the jewelry,shot,shot,stolen,tazed in the alley way,0
-,-,325,3,long.high,2,1,82,long,high,g,87,b,The testifier,identified,which,officer,the,junkie,with dark hair,had,attacked,during the arrest.,6,0.193548387,31,apologized to,arrested,attacked,attacked,attacked,attacked,attacked,attacked,been arrested by,been arrested by,been arrested by,been arrested by,been caught by,bribed,encountered,fought with,hit,resisted,seen,seen,shot,shot,shot,slapped,stabbed,stabbed,stabbed,stabbed,stabbed,tried to sell drugs to ,worked with undercover,#REF!
-,-,326,4,long.low,2,2,82,long,low,b,87,a,The testifier,identified,which,junkie,the,officer,with dark hair,had,attacked,during the arrest.,0,0,31,apprehended,apprehended,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,arrested,beaten,dealt with,shot,shot,tasered,tweaked,#REF!
-,-,331,1,short.high,3,1,83,short,high,g,1,a,The librarian,documented,which,celebrity,the,journalist,,had,written,about for the magazine.,8,0.25,32,documented,focused on,followed,followed,harrassed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,photographed,punched,questioned,quoted,recorded,reported on,researched,seen,stalked,studied,studied,verbally slurred,written,written a book,written about,written about,written about,written about ,wrote about,wrote about
-,-,332,2,short.low,3,2,83,short,low,b,1,b,The librarian,documented,which,journalist,the,celebrity,,had,written,about for the magazine.,0,0,30,a fling with,a problem with,acknowledged,attacked,attacked,been exposed by,been interviewed by,been interviewed by,been linked to,befriended,befriended,bribed,bumped,called,dodged,hit,interviewed,interviewed with,met,met with,punched,punched,punched,quoted,read,spoke to,spoken,spoken to,sued,sued,0,0
-,-,329,3,long.high,3,4,83,long,high,g,1,a,The librarian,documented,which,celebrity,the,journalist,from the Netherlands,had,written,about for the magazine.,5,0.161290323,31,dated,filmed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,interviewed,met with,photographed,photographed,requested,researched,shot,spoken to,studied,written about,written about,written about,written about,written about,yelled at,#REF!
-,-,330,4,long.low,3,3,83,long,low,b,1,b,The librarian,documented,which,journalist,the,celebrity,from the Netherlands,had,written,about for the magazine.,0,0,31,attacked,avoided,been interviewed by,been interviewed by,been interviewed by,been interviewed by,befriended,covered her success story ,disliked,ignored,insulted,interviewed,interviewed,interviewed,interviewed with,interviewed with,interviewed with,interviewed with,married,met,met,met for an interview,punched,spit on,spoken to,spoken with,talked to,the biggest impact,visited,wanted,yelled at,#REF!
-,-,333,1,short.high,4,4,84,short,high,g,2,a,The old widower,remembered,which,villager,the,ghost,,had,scared,for many years.,6,0.2,30,haunted,haunted,scared,haunted,scared,haunted,scared,resembled,haunted,possessed,haunted,visited,visited,scared,haunted,been in life.,haunted,haunted,resembled,spooked,haunted,frightened,been haunting,scared,been,haunted,haunted,haunted,scared,haunted,#REF!,#REF!
-,-,334,2,short.low,4,3,84,short,low,b,2,b,The old widower,remembered,which,ghost,the,villager,,had,scared,for many years.,0,0,30,claimed to have seen,seen,seen,exorcised,ran from,said he'd seen,spotted,seen,mentioned,feared would return.,visited,complained of.,embodied,seen.,seen,seen,been frightened by,seen,seen in the graveyard,seen,seen,claimed to see,seen in the field,seen,seen,seen,seen,seen,purged,told stories about,#REF!,#REF!
-,-,335,3,long.high,4,1,84,long,high,g,2,a,The old widower,remembered,which,villager,the,ghost,in the church,had,scared,for many years.,5,0.161290323,31,abducted,appeared to,come from,frightened,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,haunted,killed,possessed,scared,scared,scared,scared,scared,scared ,spoken to,spooked,tormented ,#REF!
-,-,336,4,long.low,4,2,84,long,low,b,2,b,The old widower,remembered,which,ghost,the,villager,in the church,had,scared,for many years.,0,0,31,been contacted by,been frightened by,encountered,haunted,heard from,observed,reported,saw,seem,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,seen,spooked,witnessed,#REF!
-,-,339,1,short.high,5,2,85,short,high,g,5,b,The park ranger,documented,which,hunter,the,eagle,,had,attacked,with a rifle.,4,0.133333333,30,been shot by,attacked,escaped from,scouted,fooled,spotted,hid from,pooped on,observed,been shot by,been circling around,scratched,attacked,been shot by,been shot by with a gun,struck,been shot by.,struck,bitten,defecated on,landed near,as its master,irritated,been shot by.,attacked,buzzed,attacked,pooped on,descended upon,scratched,#REF!,#REF!
-,-,340,2,short.low,5,1,85,short,low,b,5,a,The park ranger,documented,which,eagle,the,hunter,,had,attacked,with a rifle.,0,0,30,poached,spotted,captured,killed,saved,shot,shot,killed,shot,lost,found,shot,observed,shot,shot,shot,landed,captured,shot,shot,seen,killed,shot,shot.,spotted,rescued,killed,poached,shot,shot,#REF!,#REF!
-,-,337,3,long.high,5,3,85,long,high,g,5,b,The park ranger,documented,which,hunter,the,eagle,in the woods,had,attacked,with a rifle.,9,0.290322581,31,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,attacked,avoided,been a victim of,been shot by,been shot by,been shot by,been shot by,bitten,bitten,captured it,clawed,eluded,escaped,followed,gotten away from,killed,killed,pecked,pecked at,pooped on,scratched,shot,spotted,#REF!
-,-,338,4,long.low,5,4,85,long,low,b,5,a,The park ranger,documented,which,eagle,the,hunter,in the woods,had,attacked,with a rifle.,0,0,31,accidentally shot,killed,killed,killed,killed,killed,killed,killed,killed,poached,saved,seen,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot,shot down,spotted,#REF!
-,-,343,1,short.high,1,3,86,short,high,g,9,a,The head nun,explained,which,friar,the,temptress,,had,tempted,after Sunday mass.,3,0.1,30,lured,seduced,seduced,picked,corrupted,tempted,liked,seduced,tempted,seduced,seduced,dinner with,seduced,tempted,talked about,attempted to seduce,prayed for,corrupted,seduced,sullied,played pinochle with ,lust,seduced,served.,seduced,seduced,wooed,tried to seduce,?,slept with,#REF!,#REF!
-,-,344,2,short.low,1,4,86,short,low,b,9,b,The head nun,explained,which,temptress,the,friar,,had,tempted,after Sunday mass.,0,0,30,been in love with,affairs with,talked to,abused,seen,fallen for,avoided,belittled,fallen for,been tempted by,a short fling with,adult relations with,expelled,slept with,an affair with,been alone with,banished.,exiled,swooned,relations with,messed with,converted,befriended,seen.,defiled,been consorting with,met.,excommunicated,abducted,been a victim of,#REF!,#REF!
-,-,341,3,long.high,1,2,86,long,high,g,9,a,The head nun,explained,which,friar,the,temptress,from the village,had,tempted,after Sunday mass.,4,0.129032258,31,assaulted,dated,followed,gotten mad at,lied to,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,seduced,sex with,soiled,spoke,spoken with,spoken with,sullied,tempted,tempted,tempted,tempted,visited,wooed,#REF!
-,-,342,4,long.low,1,1,86,long,low,b,9,b,The head nun,explained,which,temptress,the,friar,from the village,had,tempted,after Sunday mass.,0,0,31,an affair with,an affair with,banished,beaten,been fooled by,blessed,cheated with,chosen,counseled,fallen for,fallen in love with,flirted with,forgiven,greeted,helped,impregnated,kissed,married,seduced,seduced,seen,sex with,sinned,slept with,slept with,slept with,slept with,slept with,slept with,trifled with,written about in his diary,#REF!
#VALUE!,-,345,1,short.high,2,2,87,short,high,g,13,a,Tracy,announced,which,applicant,the,administrator,,had,hired,after the interview.,9,0.3,30,chosen,hired,employed,hired,hired,choosen,reviewed,turned down,chosen,chosen,chosen,chosen,hired,selected,favored,hired,trapped,chosen,chosen,hired,hired,chosen,accepted,awarded the prize to.,denied,selcted for the scholarship,chosen,selected,hired,hired,#REF!,#REF!
