condcode,cond.name,blockindex,Listnum,set,Condition,cond.cloze,good.bad,itemcode#,version,Word1,Word2,Word3,Word4,Word5,Word6,Word7,Target,Continuation,Target.Freq,Target.Prob,Nresponses,Response1,Response2,Response3,Response4,Response5,Response6,Response7,Response8,Response9,Response10,Response11,Response12,Response13,Response14,Response15,Response16,Response17,Response18,Response19,Response20,Response21,Response22,Response23,Response24,Response25,Response26,Response27,Response28,Response29,Response30,Response31,Response32,Response33,Response34
4,new.low,3,1,18,new,low,b,30,d,The troublemakers,knew,which,barmaids,the,regulars,had,fought,after getting drunk.,0,0,32,abducted,angered,befriended,bothered,convinced,crushes on,enjoyed,eyes for,fancied,favored,flattered,fun with,harassed,harassed,harassed,harassed ,hassled,hit on,liked,liked,liked,paid,protected,relations with,romanced,spoken to,tipped,tipped,tipped,tipped,trouble with,wanted,,
1,old.high,4,1,19,old,high,g,30,b,The bartender,knew,which,barmaids,the,regulars,had,tipped,extra money to.,5,0.161290323,31,a crush on,been served by,crushes on,dated,drinks with,enjoyed,favored,favored,flirted with,flirted with,gravitated towards,harassed,liked,liked,liked,payed,prefered,preferred,preferred,preferred,preferred to look at,requested most often,seen,served,spoken to,their eyes on,tipped,tipped,tipped the best,tipped the most,tipped the most,,,
2,old.low,4,2,19,old,low,b,30,a,The bartender,knew,which,troublemakers,the,regulars,had,tipped,extra money to.,0,0,30,a hard time with,a incident with,an issue with. ,attacked,avoided,avoided,beaten up,beefs with,been,been seeing,befriended,bootes,complained about,dealt with each afternoon,described,fought,fought,fought with,hit,identified,known for years,problems with,run into,shoved,to deal with,to put up with,trouble with,voted to kick out,with them,yelled at,,,,
3,new.high,4,4,19,new,high,g,30,d,The troublemakers,knew,which,barmaids,the,regulars,had,tipped,extra money to.,4,0.125,32,abducted,angered,befriended,bothered,convinced,crushes on,enjoyed,eyes for,fancied,favored,flattered,fun with,harassed,harassed,harassed,harassed ,hassled,hit on,liked,liked,liked,paid,protected,relations with,romanced,spoken to,tipped,tipped,tipped,tipped,trouble with,wanted,,
4,new.low,4,3,19,new,low,b,30,c,The barmaids,knew,which,troublemakers,the,regulars,had,tipped,extra money to.,0,0,30,a hard time with,a problem with,argued with,avoided,banned,beaten up,been talking to,brawled,brought in,complained about,complained about,complained about,fights with,fought,fought ,got in a fight with,hated,intimated,invited,ousted,problems with,problems with,reported,reported,singled out,talking,thrown out,thrown out,to avoid in order to stay out of fights,trouble with,,,,
1,old.high,5,4,20,old,high,g,32,a,The businessman,overheard,which,libelist,the,executive,had,sued,at the court.,7,0.233333333,30,been in cahoots with,been scammed by,been upset by,bribed,charged,chosen,chosen to work with,conversations with,dismissed,excused ,fired,fired,fired,hired,hired,killed,listened to,mentioned,reported,spoken to,sued,sued,sued,sued,sued,sued,sued,taken to court,talked with,won,,,,
2,old.low,5,3,20,old,low,b,32,b,The businessman,overheard,which,clerk,the,executive,had,sued,at the court.,0,0,32,arrived,banged,encountered,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,hated,hired,hired,hired,interacted with,kissed,lunch with,married,paid,promoted,promoted,promoted,promoted,promoted,promoted,selected,shafted,spoken of,stolen,,
3,new.high,5,2,20,new,high,g,32,c,The clerk,overheard,which,libelist,the,executive,had,sued,at the court.,11,0.366666667,30,a meeting with. ,a problem with,accused,argued with,been being blackmailed by,coached,dismissed,fired,given money to,hired,hit with his car,identified,issues with,met with,not liked very well,paid,said,sued,sued,sued,sued,sued,sued,sued,sued,sued,sued,sued,terminated,written about,,,,
4,new.low,5,1,20,new,low,b,32,d,The libelist ,overheard,which,clerk,the,executive,had,sued,at the court.,0,0,31,an affair with,berated,chewed out,chosen,demoted,fired,fired,fired,fired,fired,fired,fired,fired,fired,helped,hired,hired,lied to,planned to fire,promoted,promoted,promoted,promoted,promoted,relationships with,shouted at,snickered,spoken to,spoken to,trusted with the document,visted,,,
1,old.high,1,2,21,old,high,g,32,b,The businessman,overheard,which,clerk,the,executive,had,promoted,in the company.,6,0.1875,32,arrived,banged,encountered,fired,fired,fired,fired,fired,fired,fired,fired,fired,fired,hated,hired,hired,hired,interacted with,kissed,lunch with,married,paid,promoted,promoted,promoted,promoted,promoted,promoted,selected,shafted,spoken of,stolen,,
2,old.low,1,1,21,old,low,b,32,a,The businessman,overheard,which,libelist,the,executive,had,promoted,in the company.,0,0,30,been in cahoots with,been scammed by,been upset by,bribed,charged,chosen,chosen to work with,conversations with,dismissed,excused ,fired,fired,fired,hired,hired,killed,listened to,mentioned,reported,spoken to,sued,sued,sued,sued,sued,sued,sued,taken to court,talked with,won,,,,
3,new.high,1,3,21,new,high,g,32,d,The libelist ,overheard,which,clerk,the,executive,had,promoted,in the company.,5,0.161290323,31,an affair with,berated,chewed out,chosen,demoted,fired,fired,fired,fired,fired,fired,fired,fired,fired,helped,hired,hired,lied to,planned to fire,promoted,promoted,promoted,promoted,promoted,relationships with,shouted at,snickered,spoken to,spoken to,trusted with the document,visted,,,
4,new.low,1,4,21,new,low,b,32,c,The clerk,overheard,which,libelist,the,executive,had,promoted,in the company.,0,0,30,a meeting with. ,a problem with,accused,argued with,been being blackmailed by,coached,dismissed,fired,given money to,hired,hit with his car,identified,issues with,met with,not liked very well,paid,said,sued,sued,sued,sued,sued,sued,sued,sued,sued,sued,sued,terminated,written about,,,,
1,old.high,2,4,22,old,high,g,33,a,The butler,speculated,which,guests,the,master,had,invited,to his manor.,20,0.625,32,actually invited and which ones invited themselves,chosen,chosen,greeted,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,killed,liked,made the mess,murdered,not invited,secretly gossiped about,served,staying over,talked to,,
2,old.low,2,3,22,old,low,b,33,b,The butler,speculated,which,servants,the,master,had,invited,to his manor.,0,0,30,abused,accused of stealing,an affair with. ,blamed,commisioned,favored,favorited,fired,fired,fired,fired,fired,fired,fired,fired,fired ,given bonuses,hired,liked,loved dearly,needed for helping,paid,paid,promoted,removed,slept with,spied on,teased,wanted fired,yelled at,,,,
3,new.high,2,1,22,new,high,g,33,c,The servants,speculated,which,guests,the,master,had,invited,to his manor.,16,0.516129032,31,an affair with,asked to stay overnight,beaten,bounced,chosen,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited over,invited to stay,invited. ,killed,not invited,poisoned,seen,served,served,slept with,slept with,the highest regard for,wanted to stay in the master suite,,,
4,new.low,2,2,22,new,low,b,33,d,The guests,speculated,which,servants,the,master,had,invited,to his manor.,0,0,30,abused,affairs with,asked to help with serving,awarded bonus's to,banished,beaten,chosen,employed the longest,favored,fired,fired,fired,fired,given bonuses to,hired,hired,let go,let go,liked,praised,punished,punished,skills,slept with,slept with,trained,treated poorly,trysts with,whipped,whipped,,,,
1,old.high,3,2,23,old,high,g,33,b,The butler,speculated,which,servants,the,master,had,fired,from the job.,9,0.3,30,abused,accused of stealing,an affair with. ,blamed,commisioned,favored,favorited,fired,fired,fired,fired,fired,fired,fired,fired,fired ,given bonuses,hired,liked,loved dearly,needed for helping,paid,paid,promoted,removed,slept with,spied on,teased,wanted fired,yelled at,,,,
2,old.low,3,1,23,old,low,b,33,a,The butler,speculated,which,guests,the,master,had,fired,from the job.,0,0,32,actually invited and which ones invited themselves,chosen,chosen,greeted,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,killed,liked,made the mess,murdered,not invited,secretly gossiped about,served,staying over,talked to,,
3,new.high,3,4,23,new,high,g,33,d,The guests,speculated,which,servants,the,master,had,fired,from the job.,4,0.133333333,30,abused,affairs with,asked to help with serving,awarded bonus's to,banished,beaten,chosen,employed the longest,favored,fired,fired,fired,fired,given bonuses to,hired,hired,let go,let go,liked,praised,punished,punished,skills,slept with,slept with,trained,treated poorly,trysts with,whipped,whipped,,,,
4,new.low,3,3,23,new,low,b,33,c,The servants,speculated,which,guests,the,master,had,fired,from the job.,0,0,31,an affair with,asked to stay overnight,beaten,bounced,chosen,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited,invited over,invited to stay,invited. ,killed,not invited,poisoned,seen,served,served,slept with,slept with,the highest regard for,wanted to stay in the master suite,,,
1,old.high,4,3,24,old,high,g,38,b,The comic book artist,announced,which,sidekick,the,superhero,had,chosen,as his partner.,13,0.419354839,31,acquired,adopted,aquired,by his side,by his side,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen as his replacement,decided on,gained,joined forces with,liked the best,now,picked,picked to help him defeat crime in their neighborhood,saved,saved,saved,selected for the mission,teamed up with,teamed with,,,
2,old.low,4,4,24,old,low,b,38,a,The comic book artist,announced,which,villain,the,superhero,had,chosen,as his partner.,0,0,30,apprehended,beaten,beaten,been related to,caught,caught,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,destroyed,destroyed,finally been defeated by,foiled,fought,fought,fought,fought against,killed,killed,killed,killed ,killed. ,lost to,to kill,,,,
3,new.high,4,1,24,new,high,g,38,d,The villain,announced,which,sidekick,the,superhero,had,chosen,as his partner.,11,0.34375,32,accepted,accidentally killed,along with him,beaten,by his side,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,chosen,dropped,forgotten,hired,hired,inadvertantly injured,joined forces with,let get captured,mocked,picked,picked,picked,picked,recruited,taken under his wing,taken under his wing,used,,
4,new.low,4,2,24,new,low,b,38,c,The sidekick,announced,which,villain,the,superhero,had,chosen,as his partner.,0,0,30,beat,beaten,beaten up,captured,captured,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated,defeated ,faught,fought,fought with,located,slain,to battle next,to fight,tricked,vanquished,vanquished,vanquished,,,,
1,old.high,5,1,25,old,high,g,40,a,The department chair,stated,which,cheater,the,professor,had,caught,during the exam.,17,0.566666667,30,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,disciplined,discovered,discovered,expelled,failed,flunked,found,given an f to,made an example of,reported,suspended,taught,to drop from the class,,,,
2,old.low,5,2,25,old,low,b,40,b,The department chair,stated,which,proctor,the,professor,had,caught,during the exam.,0,0,32, disliked,chosen,chosen,chosen,chosen,chosen,chosen,chosen for the exams,dismissed,fired,fired,hired,hired,sought after,spoken to,spoken to,spoken to,studied,studied,supervised,talked with,taught,used,used,used,used,used,used,used,utilized,vetoed,worked with,,
3,new.high,5,3,25,new,high,g,40,c,The proctor,stated,which,cheater,the,professor,had,caught,during the exam.,11,0.366666667,30,a meeting with,accused,busted,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught. ,detected,discovered,discovered,discovered,expelled,exposed,failed,failed,failed,helped,let slide,missed,observed,punished,questions about,to reprimand ,,,,
4,new.low,5,4,25,new,low,b,40,d,The cheater,stated,which,proctor,the,professor,had,caught,during the exam.,0,0,31,admired,appointed,argued with,asked,assigned to administer the test,blamed,chatted,favored,helped,hired,left behind,left in charge,mistrusted,paid off,questioned,said,singled out,spoken with,talked to,trusted,used,used,used,used,used,used,used,used,went to,went to,worked with,,,
1,old.high,1,3,26,old,high,g,40,b,The department chair,stated,which,proctor,the,professor,had,used,for the final test.,7,0.21875,32, disliked,chosen,chosen,chosen,chosen,chosen,chosen,chosen for the exams,dismissed,fired,fired,hired,hired,sought after,spoken to,spoken to,spoken to,studied,studied,supervised,talked with,taught,used,used,used,used,used,used,used,utilized,vetoed,worked with,,
2,old.low,1,4,26,old,low,b,40,a,The department chair,stated,which,cheater,the,professor,had,used,for the final test.,0,0,30,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,disciplined,discovered,discovered,expelled,failed,flunked,found,given an f to,made an example of,reported,suspended,taught,to drop from the class,,,,
3,new.high,1,2,26,new,high,g,40,d,The cheater,stated,which,proctor,the,professor,had,used,for the final test.,8,0.258064516,31,admired,appointed,argued with,asked,assigned to administer the test,blamed,chatted,favored,helped,hired,left behind,left in charge,mistrusted,paid off,questioned,said,singled out,spoken with,talked to,trusted,used,used,used,used,used,used,used,used,went to,went to,worked with,,,
4,new.low,1,1,26,new,low,b,40,c,The proctor,stated,which,cheater,the,professor,had,used,for the final test.,0,0,30,a meeting with,accused,busted,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught,caught. ,detected,discovered,discovered,discovered,expelled,exposed,failed,failed,failed,helped,let slide,missed,observed,punished,questions about,to reprimand ,,,,
1,old.high,2,1,27,old,high,g,41,a,The deputy,deduced,which,hooligan,the,gangster,had,recruited,for the assignment.,2,0.0625,32,associations with,beat up,beat up,been,chosen,conspired with,enlisted,enlisted,fought,fought with,framed for murder,hired,hurt,invited to the gang,kidnapped,killed,killed,laid waste to,left behind,murdered,nabbed,recruited,recruited,referred to,robbed,shot,shot,shot,stolen the property,tricked,violated,worked with,,
